X,Y
-23.518112,48.151024
-23.518112,47.0
-9.1383095,13.42857
-22.475302,9.016327
-21.212954,9.208164
-22.145994,9.400002
21.487377,8.057144
-23.298573,6.714287
22.804611,4.987755
-20.93853,3.2612228
-22.639956,2.1102028
-21.926455,-1.3428574
21.322723,-0.57551193
-1.6191006,-1.726532
23.079033,-2.877552
21.15807,-7.289795
13.529087,0.0
-13.583974,0.0
-11.498353,-25.130611
-11.059276,-31.65306
17.8101,-0.19183731
-17.864983,0.0
23.408344,-43.54694
7.327114,0.57551193
-7.381998,0.57551193
-24.451153,-43.355103
-23.298573,-43.93061
21.377605,-44.506123
-0.9055977,-0.57551193
22.741043,49.127556
23.1818,48.74061
21.640285,48.16868
22.961987,47.970963
-15.802026,43.689972
-11.2851305,41.168472
-13.541716,39.25094
-12.328228,35.779053
-12.217983,35.586006
23.480942,8.096016
21.445183,5.2145157
-22.166573,4.2267876
9.22139,3.720623
22.933212,3.0899277
22.935356,-0.5699158
22.219948,-1.3376503
-1.6784477,-1.823452
13.51881,-0.14839172
-13.683895,-0.04359436
-8.82938,-14.894264
-8.719473,-14.509441
-10.041062,-14.504349
-10.424382,-18.16271
-10.80962,-18.54647
12.2162895,-32.696655
17.869152,-0.35777283
-18.034126,-0.026836395
24.00576,-41.79535
24.007004,-43.914207
24.338417,-45.64909
23.67762,-45.646545
7.4062347,0.26040268
-7.1856327,-0.8391228
-23.735395,-43.73028
-21.697834,-43.930756
-1.2939987,-0.09132767
18.468716,48.342857
15.010979,47.57551
14.901207,47.959183
22.036224,47.191833
15.2854,43.738777
-21.706915,10.742859
-22.530186,9.591835
22.475304,9.97551
-22.475302,7.865307
21.761799,6.5224495
22.69484,4.4122467
-21.377607,4.60408
-23.463226,4.60408
23.957191,3.6448975
22.200878,-1.15102
-16.712404,0.95918274
23.298573,0.19183731
21.816685,-0.38367462
-1.6191006,-1.726532
23.298573,-3.8367348
-22.969265,-2.1102028
-24.451153,-2.877552
23.353458,-5.3714294
23.682766,-8.057144
13.529087,0.0
-13.583974,0.0
-12.650933,-33.187756
-12.596048,-32.80408
17.8101,-0.19183731
-17.864983,-0.19183731
-13.529089,-38.17551
7.491768,-0.57551193
-7.327112,1.15102
-24.06696,-43.54694
-22.530186,-44.122448
-2.058178,-2.1102028
-23.898125,47.95282
12.746792,38.26564
-11.138286,33.255295
-11.084286,34.023033
10.881462,33.098618
-11.517621,28.841743
-22.727512,8.568771
23.596539,5.7964516
-24.378868,7.2355194
-21.729914,5.300831
-23.876766,3.7786865
19.039085,4.8660774
8.708897,4.5443916
22.00563,3.5078545
-24.312708,0.9034691
24.037876,2.3469772
-22.495945,2.0439453
22.831097,0.63075256
9.099018,-1.0139313
20.19849,-3.757824
-8.661137,-5.321121
0.025512695,-0.0038986206
16.31298,-21.153656
-16.67238,-22.525017
21.092678,-26.914843
-12.152801,-26.760159
-14.504667,-36.322792
-24.46148,-40.11017
-16.333092,48.156357
-20.393082,47.770767
-20.11885,47.385384
-22.038675,46.807327
10.356144,38.127014
-11.179519,30.814178
22.974579,8.235992
-16.177296,5.412529
22.804413,3.612442
-22.47991,4.8463554
22.96939,3.6121483
21.099579,3.4228363
-22.863647,0.6170616
-25.054773,0.8134537
23.679707,-0.43427658
24.22696,-2.7465706
-9.217042,-4.7941933
-0.053087234,-0.19591141
19.548882,-7.35791
9.653271,-15.032019
14.302822,-35.236637
18.853771,-41.979877
21.762745,-43.720356
-22.318579,-43.55713
-23.413143,-44.512306
-22.154634,-47.202766
-14.132821,36.25714
-13.035127,36.25714
11.388584,35.4898
11.004391,27.81633
-11.443469,26.665306
20.170143,21.293877
-7.9308453,16.306122
-21.926455,12.853062
-21.87157,13.42857
-22.475302,12.085712
22.639957,9.591835
-21.87157,7.6734695
23.298573,6.5224495
21.487377,8.248981
-23.024149,8.632652
22.585072,3.0693893
-23.243689,2.877552
22.859493,2.6857147
-22.145994,1.726532
23.133919,-1.15102
21.432491,-0.38367462
-21.981339,-2.6857147
-22.036224,-3.0693893
22.969265,-3.8367348
22.145992,-4.028572
-23.408342,-3.2612228
0.027442932,0.0
19.237103,-8.82449
15.50494,-20.334694
-15.2305155,-36.44898
15.50494,42.20408
14.517014,39.32653
17.645443,26.089798
22.69484,6.138775
6.5587273,5.3714294
-20.82876,4.7959175
21.487377,3.2612228
-22.530186,3.2612228
22.639957,2.1102028
21.322723,0.57551193
-20.93853,-0.19183731
23.84742,-0.38367462
-17.316135,0.19183731
-15.065862,0.0
-20.93853,-0.95918274
-23.079035,-0.95918274
22.585072,-3.4530602
-19.950603,-3.4530602
-22.310648,-4.2204094
0.027442932,0.0
-9.02854,-10.551022
19.731064,-33.187756
14.297474,-34.72245
15.944019,-38.559185
-17.974752,-41.244896
22.804611,-43.355103
16.767288,-43.738777
19.237103,47.959183
21.926453,47.959183
-16.492865,44.69796
-10.290889,19.18367
-21.542261,18.032654
-20.334797,13.236736
22.145992,12.661224
-22.036224,10.742859
-22.200878,6.906124
-22.91438,7.0979576
21.597145,7.0979576
-21.65203,5.7551003
-20.49945,6.5224495
22.69484,2.1102028
-22.694841,2.1102028
-21.158068,-1.9183655
22.255764,-4.60408
-22.420418,-4.7959175
0.027442932,0.0
12.211857,-9.97551
10.345776,-15.538776
12.266739,-32.80408
20.334797,-44.314285
-22.200878,-44.889797
18.44246,48.518738
14.972427,47.733246
14.86219,48.118767
22.023952,47.37458
15.248676,43.875153
-21.776102,10.627342
-22.597702,9.471367
22.467014,9.961266
-22.540926,7.7405624
21.751526,6.4915085
22.687553,4.3743668
-21.440266,4.473732
-23.52455,4.469326
23.953857,3.60643
22.192451,-1.2125168
-16.773197,0.8295555
23.29332,0.13778305
21.807095,-0.44287872
-1.6727448,-1.8345108
23.293484,-3.9066658
-23.023396,-2.2585335
-24.503056,-3.0300903
23.348587,-5.447113
23.678936,-8.142273
13.498352,-0.07367706
-13.644303,-0.1259079
-12.6819935,-33.37047
-12.627486,-32.986378
17.789597,-0.25798416
-17.92427,-0.32642746
-13.554991,-38.36288
7.449444,-0.6627617
-7.3868504,1.0403671
-24.072575,-43.738907
-22.537981,-44.314262
-2.1119766,-2.220108
