X,Y
9.278362,3.0284119
-8.294016,2.4911652
23.444317,0.11714554
22.297466,-0.07250595
0.008150101,-0.029270172
21.528122,-10.239048
-10.4263935,-19.263474
-13.336526,-28.308556
-11.410676,-28.113283
-12.455397,-29.076546
-11.353382,-31.38221
-13.333724,-31.962948
-12.507872,-32.538174
13.270462,-32.86856
-16.903412,-42.16338
-20.096363,-44.09692
21.267838,49.110207
22.365532,48.342857
-20.334797,47.76735
20.49945,47.959183
-22.475302,48.151024
-21.212954,47.76735
18.63337,33.571426
-11.937431,29.35102
-15.834249,22.828575
21.926453,19.375511
-12.37651,17.64898
-8.534578,15.346939
20.444565,12.469387
-8.205269,12.085712
21.816685,10.934692
-9.687157,7.481632
9.1383095,6.714287
9.193195,2.877552
14.35236,3.0693893
15.669594,2.4938774
22.639957,2.1102028
22.09111,-4.7959175
0.027442932,0.0
-21.65203,-7.0979576
-10.620197,-11.510204
21.65203,-13.236736
-19.89572,-14.387756
-22.420418,-14.771427
22.255764,-18.991837
10.675083,-21.677551
-24.06696,-23.212244
-11.663008,-26.281633
11.882545,-28.77551
9.522503,-28.77551
20.00549,-29.542856
-15.779364,-35.29796
-14.956092,-37.216328
22.200878,-41.053062
-16.32821,-39.518368
21.322723,-44.122448
22.09111,-43.93061
