X,Y
-11.169045,-24.171429
-10.4555435,-23.787756
11.004391,-24.171429
10.784851,-27.048979
17.919868,-0.19183731
-17.974752,0.0
-20.389683,-41.820408
-22.804611,-41.820408
7.491768,-0.38367462
-6.9978046,-0.19183731
-19.127333,-45.465305
-19.127333,-43.163265
-21.542261,-43.93061
-24.121843,-43.738777
-20.554337,-43.93061
-22.804611,-44.122448
-1.5093307,-20.718367
-23.115105,48.74038
23.5139,47.58609
24.228745,48.55043
22.688206,47.78279
-12.244296,31.041695
10.742542,30.208328
14.989391,27.294098
-8.9762745,26.572273
-7.2009277,18.03543
-18.325687,11.8405
20.783062,10.8349495
-20.873528,8.736599
-21.428404,9.51363
-22.315464,9.320152
19.13184,9.481861
-8.910898,9.503826
22.215916,8.318684
-22.923752,6.4078903
20.235615,5.4176636
19.354515,5.4180603
-23.255249,4.272007
-22.035917,5.4365845
22.383434,4.2559586
-20.649027,4.0769463
-21.700935,1.5531921
-6.4177876,3.1025772
-22.310652,1.1649246
-23.142494,1.1650047
-17.433376,2.1349258
-4.757881,1.5510254
-9.791562,1.5516663
17.924953,1.1610641
-21.58844,-1.1650696
-22.530977,-1.359333
23.598495,-2.9016762
8.830929,-2.1305237
22.828083,-3.095314
24.150394,-5.6095543
22.664658,-5.9971466
0.051660538,-0.19392014
24.31763,-9.284576
23.106907,-9.285507
23.657265,-9.285084
22.449127,-13.928959
10.108875,-17.816229
-13.203382,-32.596474
-14.366131,-32.79364
13.977356,-32.717075
-14.087523,-35.703487
-13.201781,-35.312828
13.759251,-36.78315
-12.812153,-38.804047
19.382404,-42.184204
24.062756,-43.908764
-22.561687,-43.301243
24.558681,-45.067497
23.182556,-44.49229
23.792534,47.959183
-22.200878,41.436737
-14.077936,41.053062
-5.351263,40.86122
12.705818,36.832657
-20.82876,36.448982
11.553238,36.25714
-20.49945,15.730614
8.479694,12.27755
15.175632,12.085712
22.969265,7.289795
-14.407245,6.138775
-20.82876,4.2204094
-23.133919,3.6448975
-22.036224,4.7959175
23.188805,3.0693893
-21.65203,1.3428574
-8.644346,2.877552
-22.255762,0.95918274
18.029636,2.4938774
-23.133919,0.57551193
15.175632,1.726532
-20.82876,0.7673454
17.316135,-3.6448975
-11.169045,-6.5224495
0.027442932,0.0
-14.736553,-11.318367
15.669594,-16.689796
11.882545,-29.92653
-20.773874,-37.791836
-23.188803,-42.587753
19.017563,-42.012245
-22.420418,-42.77959
23.957191,-45.273468
-22.200878,-45.657143
-13.144896,44.50612
10.400658,41.62857
-6.5587273,37.79184
-9.083425,28.008163
-10.07135,27.432655
19.676182,26.473473
-9.083425,24.363266
21.981339,24.171425
-9.906696,24.171425
7.601536,22.828575
-17.151482,20.526527
-8.644346,16.49796
-7.2173443,11.893879
16.712402,9.783672
18.084522,7.865307
7.1075745,8.440815
19.017563,7.481632
-17.041712,7.481632
-19.78595,7.289795
-21.487377,7.289795
-22.365532,7.289795
-8.644346,7.0979576
19.017563,4.7959175
23.133919,3.6448975
22.310646,3.2612228
-21.432491,3.0693893
17.096596,3.2612228
-22.365532,2.6857147
-20.334797,0.57551193
-21.377607,-0.19183731
22.255764,-0.57551193
7.436882,-0.57551193
14.462128,-1.5346947
-7.7661915,-2.4938774
-22.420418,-5.7551003
0.027442932,0.0
8.754116,-7.865307
-16.65752,-10.934692
8.69923,-12.469387
-9.906696,-20.526531
9.357849,-24.171429
-20.93853,-24.746939
11.278816,-29.35102
12.760704,-33.763268
-11.8276615,-36.065308
-15.2305155,-38.559185
13.9132805,-39.134693
16.767288,-40.861225
-23.792536,-44.314285
23.188805,-44.506123
16.767288,-44.889797
-17.78033,48.938507
23.12563,48.35694
-22.90627,47.96923
18.825882,46.41848
18.825687,47.775383
-18.549572,46.41848
19.432472,44.867844
18.274868,44.867844
-17.832933,46.41848
-11.10297,40.991737
15.960682,40.02282
14.307148,40.02282
22.685253,36.34134
10.285618,34.016525
-11.205981,32.46679
-9.436746,25.300705
9.132626,22.396225
-8.605997,19.879326
-7.6672134,16.975586
18.113995,16.975586
-8.548622,16.975586
9.796661,14.265781
9.41206,11.55632
8.420826,10.975765
9.303181,8.073231
9.853603,9.040699
-19.062248,9.040699
8.422031,7.8797417
-11.019256,7.1058083
-20.765305,4.9776306
-7.7684765,5.3645554
-20.432604,2.8496666
-21.92034,3.6234474
22.632061,1.6890488
-20.814564,-0.438591
-21.695824,-0.24517822
23.843597,0.528492
22.96262,-1.4056282
-22.301548,-0.24517822
-13.16062,-0.24517822
22.246906,-3.339569
19.879227,-3.146183
-13.045833,-5.4667053
-0.05483818,-0.438591
22.467407,-7.593628
-20.966843,-12.426758
20.926975,-19.57778
-10.878693,-29.044363
12.89402,-30.203247
13.995762,-34.838158
12.56538,-35.41745
-13.129169,-35.41745
-24.67289,-44.490982
-16.954552,48.67273
20.168468,47.037262
-17.892513,45.596024
-17.010868,46.167534
